source	asserted_behavior	scope	subsystem	js_test_or_reason	status	rationale
pdfjs/test/integration/freetext_editor_spec.mjs:2341	must check that a deleted freetext can be restored	excluded	viewer-ui	PDF.js browser viewer integration behavior is outside the pdfplumber.js public API.	excluded	Integration tests primarily cover viewer UI, visual layers, editors, and browser interactions not exposed by this library.
pdfjs/test/integration/freetext_editor_spec.mjs:2401	must check that the parent structTree id is correct	excluded	viewer-ui	PDF.js browser viewer integration behavior is outside the pdfplumber.js public API.	excluded	Integration tests primarily cover viewer UI, visual layers, editors, and browser interactions not exposed by this library.
pdfjs/test/integration/freetext_editor_spec.mjs:2446	must check the text can be selected with the mouse	excluded	viewer-ui	PDF.js browser viewer integration behavior is outside the pdfplumber.js public API.	excluded	Integration tests primarily cover viewer UI, visual layers, editors, and browser interactions not exposed by this library.
pdfjs/test/integration/freetext_editor_spec.mjs:2486	must create an editor, using Enter/Space keys, with focused toolbar button	excluded	viewer-ui	PDF.js browser viewer integration behavior is outside the pdfplumber.js public API.	excluded	Integration tests primarily cover viewer UI, visual layers, editors, and browser interactions not exposed by this library.
pdfjs/test/integration/freetext_editor_spec.mjs:2531	must create an editor, using Enter/Space keys, with focused page	excluded	viewer-ui	PDF.js browser viewer integration behavior is outside the pdfplumber.js public API.	excluded	Integration tests primarily cover viewer UI, visual layers, editors, and browser interactions not exposed by this library.
pdfjs/test/integration/freetext_editor_spec.mjs:2591	must check the keyboard event is limited to the input	excluded	viewer-ui	PDF.js browser viewer integration behavior is outside the pdfplumber.js public API.	excluded	Integration tests primarily cover viewer UI, visual layers, editors, and browser interactions not exposed by this library.
pdfjs/test/integration/freetext_editor_spec.mjs:263	must clear all	excluded	viewer-ui	PDF.js browser viewer integration behavior is outside the pdfplumber.js public API.	excluded	Integration tests primarily cover viewer UI, visual layers, editors, and browser interactions not exposed by this library.
pdfjs/test/integration/freetext_editor_spec.mjs:2646	must check that a freetext is deleted	excluded	viewer-ui	PDF.js browser viewer integration behavior is outside the pdfplumber.js public API.	excluded	Integration tests primarily cover viewer UI, visual layers, editors, and browser interactions not exposed by this library.
pdfjs/test/integration/freetext_editor_spec.mjs:2689	must check that freetexts are deleted	excluded	viewer-ui	PDF.js browser viewer integration behavior is outside the pdfplumber.js public API.	excluded	Integration tests primarily cover viewer UI, visual layers, editors, and browser interactions not exposed by this library.
pdfjs/test/integration/freetext_editor_spec.mjs:2744	must check that consecutive white spaces are preserved when a freetext is edited	excluded	viewer-ui	PDF.js browser viewer integration behavior is outside the pdfplumber.js public API.	excluded	Integration tests primarily cover viewer UI, visual layers, editors, and browser interactions not exposed by this library.
pdfjs/test/integration/freetext_editor_spec.mjs:2775	must check that consecutive white spaces are preserved when a freetext is edited	excluded	viewer-ui	PDF.js browser viewer integration behavior is outside the pdfplumber.js public API.	excluded	Integration tests primarily cover viewer UI, visual layers, editors, and browser interactions not exposed by this library.
pdfjs/test/integration/freetext_editor_spec.mjs:2806	must check that all lines are correctly exported	excluded	viewer-ui	PDF.js browser viewer integration behavior is outside the pdfplumber.js public API.	excluded	Integration tests primarily cover viewer UI, visual layers, editors, and browser interactions not exposed by this library.
pdfjs/test/integration/freetext_editor_spec.mjs:2840	must check that the parameters are updated when undoing/redoing	excluded	viewer-ui	PDF.js browser viewer integration behavior is outside the pdfplumber.js public API.	excluded	Integration tests primarily cover viewer UI, visual layers, editors, and browser interactions not exposed by this library.
pdfjs/test/integration/freetext_editor_spec.mjs:2907	must check that the annotation layer is visible after a rotation	excluded	viewer-ui	PDF.js browser viewer integration behavior is outside the pdfplumber.js public API.	excluded	Integration tests primarily cover viewer UI, visual layers, editors, and browser interactions not exposed by this library.
pdfjs/test/integration/freetext_editor_spec.mjs:2941	must check that a freetext can be undone	excluded	viewer-ui	PDF.js browser viewer integration behavior is outside the pdfplumber.js public API.	excluded	Integration tests primarily cover viewer UI, visual layers, editors, and browser interactions not exposed by this library.
pdfjs/test/integration/freetext_editor_spec.mjs:299	must check that a paste has been undone	excluded	viewer-ui	PDF.js browser viewer integration behavior is outside the pdfplumber.js public API.	excluded	Integration tests primarily cover viewer UI, visual layers, editors, and browser interactions not exposed by this library.
pdfjs/test/integration/freetext_editor_spec.mjs:2990	must check that a freetext can be undone	excluded	viewer-ui	PDF.js browser viewer integration behavior is outside the pdfplumber.js public API.	excluded	Integration tests primarily cover viewer UI, visual layers, editors, and browser interactions not exposed by this library.
pdfjs/test/integration/freetext_editor_spec.mjs:3034	must check that pasting html just keep the text	excluded	viewer-ui	PDF.js browser viewer integration behavior is outside the pdfplumber.js public API.	excluded	Integration tests primarily cover viewer UI, visual layers, editors, and browser interactions not exposed by this library.
pdfjs/test/integration/freetext_editor_spec.mjs:3160	must check that a freetext is still there after having updated it and scroll the doc	excluded	viewer-ui	PDF.js browser viewer integration behavior is outside the pdfplumber.js public API.	excluded	Integration tests primarily cover viewer UI, visual layers, editors, and browser interactions not exposed by this library.
pdfjs/test/integration/freetext_editor_spec.mjs:3280	must check that a freetext has the correct data	excluded	viewer-ui	PDF.js browser viewer integration behavior is outside the pdfplumber.js public API.	excluded	Integration tests primarily cover viewer UI, visual layers, editors, and browser interactions not exposed by this library.
pdfjs/test/integration/freetext_editor_spec.mjs:3318	must check that deleting a FreeText editor can be undone using the undo button	excluded	viewer-ui	PDF.js browser viewer integration behavior is outside the pdfplumber.js public API.	excluded	Integration tests primarily cover viewer UI, visual layers, editors, and browser interactions not exposed by this library.
pdfjs/test/integration/freetext_editor_spec.mjs:3346	must check that the undo deletion popup displays the correct message	excluded	viewer-ui	PDF.js browser viewer integration behavior is outside the pdfplumber.js public API.	excluded	Integration tests primarily cover viewer UI, visual layers, editors, and browser interactions not exposed by this library.
pdfjs/test/integration/freetext_editor_spec.mjs:3379	must check that the popup disappears when a new textbox is created	excluded	viewer-ui	PDF.js browser viewer integration behavior is outside the pdfplumber.js public API.	excluded	Integration tests primarily cover viewer UI, visual layers, editors, and browser interactions not exposed by this library.
